game_id,play_id,pass_result,target_nfl_id,route,pen_idx,pen,pen_team,pen_jersey_number,pen_nfl_id,pen_display_name,pen_position,target_display_name,target_jersey_number,target_team,target_position
2018102804,3448,I,2532884,NA,1,DPI,SEA,30,2539243,Bradley McDougald,SS,Marvin Jones,11,DET,WR
2018102803,2615,I,2543468,NA,1,DPI,CIN,27,2533060,Dre Kirkpatrick,CB,Mike Evans,13,TB,WR
2018102809,977,I,2552656,NA,1,DPI,SF,56,2557837,Reuben Foster,OLB,J.J. Nelson,14,ARI,WR
2018102811,1031,I,2495331,NA,1,DPI,NO,26,2552484,P.J. Williams,CB,Aldrick Robinson,17,MIN,WR
2018102811,1719,I,2555214,NA,1,DPI,NO,25,2555277,Eli Apple,CB,Laquon Treadwell,11,MIN,WR
2018102811,3307,I,2552608,NA,1,DPI,NO,25,2555277,Eli Apple,CB,Stefon Diggs,14,MIN,WR
2018110401,3027,I,2550617,NA,1,DPI,BUF,28,2543851,Phillip Gaines,CB,Taylor Gabriel,18,CHI,WR
2018110401,4210,I,2543471,NA,1,DPI,CHI,20,2495108,Prince Amukamara,CB,Kelvin Benjamin,13,BUF,WR
2018110401,4464,I,2560810,NA,1,DPI,BUF,28,2543851,Phillip Gaines,CB,Anthony Miller,17,CHI,WR
2018110401,4704,I,2495453,NA,1,DPI,CHI,20,2495108,Prince Amukamara,CB,Andre Holmes,18,BUF,WR
2018110402,2614,I,1581,NA,1,DPI,CAR,26,NA,NA,NA,DeSean Jackson,11,TB,WR
2018110402,2614,I,1581,NA,2,DH,CAR,26,NA,NA,NA,DeSean Jackson,11,TB,WR
2018110403,293,I,2543457,NA,1,DPI,CLE,38,2550164,T.J. Carrie,CB,Sammy Watkins,14,KC,WR
2018110403,959,I,2540258,NA,1,DPI,CLE,58,2543720,Christian Kirksey,OLB,Travis Kelce,87,KC,TE
2018110400,1472,I,2543847,NA,1,DPI,PIT,34,NA,NA,NA,John Brown,13,BAL,WR
2018110400,2974,I,2560957,NA,1,DPI,PIT,42,496727,Morgan Burnett,SS,Mark Andrews,89,BAL,TE
2018110400,3666,I,71269,NA,1,DPI,PIT,24,2532946,Coty Sensabaugh,CB,Michael Crabtree,15,BAL,WR
2018110406,1697,I,2533040,NA,1,DPI,WAS,31,2558136,Fabian Moreau,CB,Mohamed Sanu,12,ATL,WR
2018110406,3375,I,2495454,NA,1,DPI,WAS,24,2532920,Josh Norman,CB,Julio Jones,11,ATL,WR
2018110408,4315,I,2552430,NA,1,DPI,LAC,43,2559164,Michael Davis,CB,Tyler Lockett,16,SEA,WR
2018110409,572,C,2556370,NA,1,DPI,LA,22,2552488,Marcus Peters,CB,Michael Thomas,13,NO,WR
2018110410,2843,I,2530515,NA,1,DPI,GB,26,2543571,Bashaud Breeland,CB,Chris Hogan,15,NE,WR
2018110500,362,I,2555317,NA,1,DPI,DAL,54,2555310,Jaylon Smith,MLB,Tajae Sharpe,19,TEN,WR
2018110800,3249,I,2560813,NA,1,DPI,PIT,25,2555344,Artie Burns,CB,NA,NA,NA,NA
2018111100,1285,I,2543509,NA,1,DPI,DET,24,2543872,Nevin Lawson,CB,Allen Robinson,12,CHI,WR
2018111100,1720,I,2558052,NA,1,DPI,CHI,38,2552385,Adrian Amos,FS,Kenny Golladay,19,DET,WR
2018111101,1102,I,2556370,NA,1,DPI,CIN,27,2533060,Dre Kirkpatrick,CB,Michael Thomas,13,NO,WR
2018111102,2846,I,2495454,NA,1,DPI,CLE,38,2550164,T.J. Carrie,CB,Julio Jones,11,ATL,WR
2018111108,454,I,2557848,NA,1,DPI,NE,24,2533062,Stephon Gilmore,CB,Corey Davis,84,TEN,WR
2018111200,1565,I,2543496,NA,1,ICT,SF,23,2558157,Ahkello Witherspoon,CB,NA,NA,NA,NA
2018111200,1565,I,2543496,NA,2,DPI,SF,25,2495507,Richard Sherman,CB,NA,NA,NA,NA
2018111200,3966,I,2543496,NA,1,DPI,SF,23,2558157,Ahkello Witherspoon,CB,NA,NA,NA,NA
2018111500,1721,I,2552430,NA,1,DPI,GB,36,2561207,Raven Greene,FS,Tyler Lockett,16,SEA,WR
2018111802,571,I,2555214,NA,1,DPI,CHI,23,2543681,Kyle Fuller,CB,Laquon Treadwell,11,MIN,WR
2018111802,3792,I,2495438,NA,1,DPI,CHI,58,2560877,Roquan Smith,LB,Kyle Rudolph,82,MIN,TE
2018111803,1789,I,2543646,NA,1,DPI,CAR,41,80668,Captain Munnerlyn,CB,Bruce Ellington,12,DET,WR
2018111803,1789,I,2543646,NA,2,OPI,DET,13,NA,NA,NA,Bruce Ellington,12,DET,WR
2018111804,1619,I,2532865,NA,1,DPI,TEN,25,2558065,Adoree' Jackson,CB,T.Y. Hilton,13,IND,WR
2018111809,3967,I,2533039,NA,1,DPI,NO,20,2556735,Ken Crawley,CB,Alshon Jeffery,17,PHI,WR
2018111900,79,I,2540169,NA,1,DPI,KC,22,2307,Orlando Scandrick,CB,Robert Woods,17,LA,WR
2018111900,1144,I,2543498,NA,1,DH,KC,22,2307,Orlando Scandrick,CB,Brandin Cooks,12,LA,WR
2018111900,1144,I,2543498,NA,2,DPI,KC,20,2552265,Steven Nelson,CB,Brandin Cooks,12,LA,WR
2018112202,1486,I,2556370,NA,1,DPI,ATL,23,2539653,Robert Alford,CB,Michael Thomas,13,NO,WR
2018112502,2119,I,2560813,NA,1,DPI,SEA,37,2560728,Tre Flowers,CB,NA,NA,NA,NA
2018112502,2613,I,2558066,NA,1,DPI,SEA,26,2558259,Shaquill Griffin,CB,Curtis Samuel,10,CAR,WR
2018112504,874,I,2540202,NA,1,DPI,IND,50,2558851,Anthony Walker,ILB,Kenny Stills,10,MIA,WR
2018112507,1799,I,2558266,NA,1,DPI,TB,26,2556456,Andrew Adams,FS,George Kittle,85,SF,TE
2018112507,2746,I,1581,NA,1,DPI,SF,23,2558157,Ahkello Witherspoon,CB,DeSean Jackson,11,TB,WR
2018112506,1804,I,2533039,NA,1,DPI,NYG,23,2539338,B.W. Webb,CB,Alshon Jeffery,17,PHI,WR
2018112510,426,I,2543495,NA,1,DPI,MIN,29,2540155,Xavier Rhodes,CB,Davante Adams,17,GB,WR
2018112600,111,I,2557848,NA,1,DPI,HOU,20,NA,NA,NA,Corey Davis,84,TEN,WR
2018112900,2552,I,2556370,NA,1,DPI,DAL,31,2552568,Byron Jones,CB,Michael Thomas,13,NO,WR
2018112900,3876,I,2552487,NA,1,DPI,NO,23,2558061,Marshon Lattimore,CB,Amari Cooper,19,DAL,WR
2018120200,2117,I,71269,NA,1,DPI,ATL,23,2539653,Robert Alford,CB,Michael Crabtree,15,BAL,WR
2018120200,2564,I,2560957,NA,1,DPI,ATL,41,2556443,Sharrod Neasman,SS,Mark Andrews,89,BAL,TE
2018120200,4095,I,2533040,NA,1,DPI,BAL,24,4365,Brandon Carr,CB,Mohamed Sanu,12,ATL,WR
2018120209,549,I,2495700,NA,1,DPI,TB,53,2550565,Adarius Taylor,MLB,Greg Olsen,88,CAR,TE
2018120209,2156,I,2543468,NA,1,DPI,CAR,24,2555175,James Bradberry,CB,Mike Evans,13,TB,WR
2018120209,2327,I,2559013,NA,1,DPI,CAR,26,NA,NA,NA,Bobo Wilson,85,TB,WR
2018120208,580,I,2557960,NA,1,DPI,LAC,43,2559164,Michael Davis,CB,Ryan Switzer,10,PIT,WR
2018120208,2077,I,2558149,NA,1,DPI,LAC,43,2559164,Michael Davis,CB,JuJu Smith-Schuster,19,PIT,WR
2018120207,593,I,2543509,NA,1,DPI,NYG,21,2552454,Landon Collins,SS,Allen Robinson,12,CHI,WR
2018120207,2816,I,2543496,NA,1,DPI,CHI,20,2495108,Prince Amukamara,CB,NA,NA,NA,NA
2018120207,4701,I,2543509,NA,1,DPI,NYG,23,2539338,B.W. Webb,CB,Allen Robinson,12,CHI,WR
2018120206,1056,I,2543471,NA,1,DPI,MIA,29,2560725,Minkah Fitzpatrick,S,Kelvin Benjamin,13,BUF,WR
2018120206,3387,I,2560994,NA,1,DPI,BUF,58,2557969,Matt Milano,OLB,Mike Gesicki,86,MIA,TE
2018120202,132,I,2540169,NA,1,DPI,DET,23,2540288,Darius Slay,CB,Robert Woods,17,LA,WR
2018120202,3945,I,2558052,NA,1,DPI,LA,20,2543492,Lamarcus Joyner,FS,Kenny Golladay,19,DET,WR
2018120202,4523,I,2541199,NA,1,DPI,LA,58,2556593,Cory Littleton,ILB,Luke Willson,82,DET,TE
2018120203,1658,I,2495448,NA,1,DPI,ARI,36,2558009,Budda Baker,FS,Randall Cobb,18,GB,WR
2018120204,1490,I,2560988,NA,1,DPI,HOU,25,496735,Kareem Jackson,CB,Antonio Callaway,11,CLE,WR
2018120205,1542,I,2559153,NA,1,DPI,IND,35,2543811,Pierre Desir,CB,Keelan Cole,84,JAX,WR
2018120210,262,I,2552652,NA,1,DPI,OAK,23,2560819,Nick Nelson,CB,Chris Conley,17,KC,WR
2018120210,1954,I,2550597,NA,1,DPI,KC,23,2555349,Kendall Fuller,CB,Seth Roberts,10,OAK,WR
2018120210,3951,I,1032,NA,1,DPI,KC,22,2307,Orlando Scandrick,CB,Jordy Nelson,82,OAK,WR
2018120212,3149,I,2537931,NA,1,DPI,MIN,24,NA,NA,NA,Josh Gordon,10,NE,WR
2018120213,1831,I,2530747,NA,1,DPI,SF,24,2550654,K'Waun Williams,CB,Doug Baldwin,89,SEA,WR
2018120213,3008,I,2552430,NA,1,DPI,SF,38,2543680,Antone Exum,FS,Tyler Lockett,16,SEA,WR
2018120213,3594,I,2530747,NA,1,DPI,SF,23,2558157,Ahkello Witherspoon,CB,Doug Baldwin,89,SEA,WR
2018120300,743,I,2552415,NA,1,DPI,PHI,34,2556587,Cre'von LeBlanc,CB,Jamison Crowder,80,WAS,WR
2018120600,1799,I,2557848,NA,1,DPI,JAX,36,2561008,Ronnie Harrison,DB,Corey Davis,84,TEN,WR
2018120900,964,I,2557863,NA,1,DOF,NYJ,55,NA,NA,NA,Zay Jones,11,BUF,WR
2018120900,964,I,2557863,NA,2,DPI,NYJ,41,2495343,Buster Skrine,CB,Zay Jones,11,BUF,WR
2018120901,3235,I,2543509,NA,1,DPI,LA,23,2540197,Nickell Robey-Coleman,CB,Allen Robinson,12,CHI,WR
2018120908,747,I,2555333,NA,1,DPI,WAS,31,2558136,Fabian Moreau,CB,Corey Coleman,19,NYG,WR
2018120907,525,I,2558105,NA,1,DPI,NO,25,2555277,Eli Apple,CB,Chris Godwin,12,TB,WR
2018120906,3995,I,2537931,NA,1,DPI,MIA,29,2560725,Minkah Fitzpatrick,S,Josh Gordon,10,NE,WR
2018120905,651,I,2540258,NA,1,DPI,BAL,29,2558067,Marlon Humphrey,CB,Travis Kelce,87,KC,TE
2018120904,2801,I,2541316,NA,1,DPI,IND,93,NA,NA,NA,Ryan Griffin,84,HOU,TE
2018120902,2940,I,2560813,NA,1,DPI,CLE,38,2550164,T.J. Carrie,CB,D.J. Moore,12,CAR,WR
2018120903,568,I,2560907,NA,1,DPI,ATL,23,2539653,Robert Alford,CB,Marquez Valdes-Scantling,83,GB,WR
2018120910,2266,I,2558202,NA,1,DPI,DEN,21,2555345,Su'a Cravens,DB,Trent Taylor,81,SF,WR
2018120910,2528,I,2560836,NA,1,DPI,DEN,41,2560946,Isaac Yiadom,DB,Dante Pettis,18,SF,WR
2018120910,4369,I,2561002,NA,1,DPI,SF,32,2560850,D.J. Reed,DB,DaeSean Hamilton,17,DEN,WR
2018120909,3625,I,2558010,NA,1,DPI,LAC,26,2532861,Casey Hayward,CB,John Ross,15,CIN,WR
2018120911,3612,I,2558052,NA,1,DPI,ARI,36,2558009,Budda Baker,FS,Kenny Golladay,19,DET,WR
2018120911,3967,I,2561272,NA,1,OH,ARI,78,NA,NA,NA,Trent Sherfield,16,ARI,WR
2018120911,3967,I,2561272,NA,2,DPI,DET,38,2561527,Mike Ford,CB,Trent Sherfield,16,ARI,WR
2018121000,2688,I,2552430,NA,1,DPI,MIN,29,2540155,Xavier Rhodes,CB,Tyler Lockett,16,SEA,WR
2018121300,4267,I,2558846,NA,1,DPI,KC,23,2555349,Kendall Fuller,CB,Mike Williams,81,LAC,WR
2018121501,768,I,2560888,NA,1,DPI,CLE,39,2543637,Terrance Mitchell,CB,Courtland Sutton,14,DEN,WR
2018121602,1158,I,2560729,NA,1,DH,DET,23,2540288,Darius Slay,CB,Robert Foster,16,BUF,WR
2018121602,1158,I,2560729,NA,2,DPI,DET,38,2561527,Mike Ford,CB,Robert Foster,16,BUF,WR
2018121602,3378,I,2557863,NA,1,DPI,DET,23,2540288,Darius Slay,CB,Zay Jones,11,BUF,WR
2018121603,3351,I,2543509,NA,1,DPI,GB,23,2560952,Jaire Alexander,CB,Allen Robinson,12,CHI,WR
2018121604,2599,I,2555331,NA,1,DPI,OAK,21,2558062,Gareon Conley,CB,Cody Core,16,CIN,WR
2018121601,469,I,2543847,NA,1,DPI,TB,24,2506861,Brent Grimes,CB,John Brown,13,BAL,WR
2018121605,3317,I,2543759,NA,1,DPI,DAL,31,2552568,Byron Jones,CB,Ryan Grant,11,IND,WR
2018121609,3307,I,2558266,NA,1,DPI,SEA,42,NA,NA,NA,George Kittle,85,SF,TE
2018121609,4721,I,2560836,NA,1,DPI,SEA,26,2558259,Shaquill Griffin,CB,Dante Pettis,18,SF,WR
2018121610,1089,I,2553737,NA,1,DPI,NE,31,2556571,Jonathan Jones,CB,Eli Rogers,17,PIT,WR
2018121610,2597,I,2530515,NA,1,DPI,PIT,23,496733,Joe Haden,CB,Chris Hogan,15,NE,WR
2018121700,2994,I,2556370,NA,1,DPI,CAR,26,NA,NA,NA,Michael Thomas,13,NO,WR
2018122300,3834,I,2530700,NA,1,DPI,NYG,58,2561318,Tae Davis,ILB,Dontrelle Inman,15,IND,WR
2018122300,4012,I,2530700,NA,1,DPI,NYG,23,2539338,B.W. Webb,CB,Dontrelle Inman,15,IND,WR
2018122309,3916,I,2560907,NA,1,DPI,NYJ,41,2495343,Buster Skrine,CB,Marquez Valdes-Scantling,83,GB,WR
2018122309,5056,I,2560907,NA,1,DPI,NYJ,22,2532877,Trumaine Johnson,CB,Marquez Valdes-Scantling,83,GB,WR
2018122308,2308,I,2534436,NA,1,DPI,NE,31,2556571,Jonathan Jones,CB,Deonte Thompson,10,BUF,WR
2018122308,2989,I,497240,NA,1,DPI,BUF,23,2539240,Micah Hyde,SS,Rob Gronkowski,87,NE,TE
2018122307,1506,I,2558052,NA,1,DPI,MIN,20,2555177,Mackensie Alexander,CB,Kenny Golladay,19,DET,WR
2018122305,1412,I,2556519,NA,1,DPI,CLE,21,2560916,Denzel Ward,CB,Alex Erickson,12,CIN,WR
2018122311,1249,I,497238,NA,1,DPI,LA,58,2556593,Cory Littleton,ILB,Jermaine Gresham,84,ARI,TE
2018122313,733,I,2558019,NA,1,DPI,PIT,23,496733,Joe Haden,CB,Alvin Kamara,41,NO,RB
2018122313,891,I,2558149,NA,1,DPI,NO,25,2555277,Eli Apple,CB,JuJu Smith-Schuster,19,PIT,WR
2018122313,1273,I,2506122,NA,1,DPI,PIT,42,496727,Morgan Burnett,SS,Benjamin Watson,82,NO,TE
2018122313,1999,I,2558149,NA,1,DPI,NO,25,2555277,Eli Apple,CB,JuJu Smith-Schuster,19,PIT,WR
2018122313,4175,I,2556370,NA,1,DPI,PIT,23,496733,Joe Haden,CB,Michael Thomas,13,NO,WR
2018122314,800,I,2552430,NA,1,DPI,KC,20,2552265,Steven Nelson,CB,Tyler Lockett,16,SEA,WR
2018122314,1586,I,2530747,NA,1,DPI,KC,35,NA,NA,NA,Doug Baldwin,89,SEA,WR
2018122314,1946,I,2552430,NA,1,DPI,KC,35,NA,NA,NA,Tyler Lockett,16,SEA,WR
2018122400,1187,C,71265,NA,1,DPI,DEN,51,2550930,Todd Davis,ILB,Jared Cook,87,OAK,TE
2018123001,236,I,2560729,NA,1,OH,BUF,25,NA,NA,NA,Robert Foster,16,BUF,WR
2018123001,236,I,2560729,NA,2,DPI,MIA,28,2552434,Bobby McCain,CB,Robert Foster,16,BUF,WR
2018123005,2564,I,2495331,NA,1,DPI,CHI,20,2495108,Prince Amukamara,CB,Aldrick Robinson,17,MIN,WR
2018123007,804,I,2558066,NA,1,DPI,NO,25,2555277,Eli Apple,CB,Curtis Samuel,10,CAR,WR
2018123007,1997,I,2532978,NA,1,DPI,NO,20,2556735,Ken Crawley,CB,Jarius Wright,13,CAR,WR
2018123008,1712,I,2560735,NA,1,DPI,NYG,23,2539338,B.W. Webb,CB,Michael Gallup,13,DAL,WR
2018123011,2371,I,2532865,NA,1,DPI,TEN,21,2550613,Malcolm Butler,CB,T.Y. Hilton,13,IND,WR
2018122201,1719,I,2540154,NA,1,DPI,BAL,23,2540164,Tony Jefferson,SS,Keenan Allen,13,LAC,WR
2018122201,2649,I,71269,NA,1,DPI,LAC,43,2559164,Michael Davis,CB,Michael Crabtree,15,BAL,WR
