game_id,play_id,pass_result,target_nfl_id,route,pen_idx,pen,pen_team,pen_jersey_number,pen_nfl_id,pen_display_name,pen_position,target_display_name,target_jersey_number,target_team,target_position,wp,wpa,epa
2018092700,1268,C,2495331,CROSS,1,DPI,LA,37,1037374,Sam Shields,CB,Aldrick Robinson,17,MIN,WR,0.4426988363265991,0.06821894645690918,2.3243724623462185
2018100705,1968,C,2561018,GO,1,DPI,KC,20,2552265,Steven Nelson,CB,D.J. Chark,17,JAX,WR,0.03853316977620125,0.024719756096601486,2.3068007361143827
2018101412,3359,C,2530515,GO,1,DPI,KC,23,2555349,Kendall Fuller,CB,Chris Hogan,15,NE,WR,0.38155627250671387,0.2459389567375183,2.8967254949966446
2018102800,2806,C,2543500,POST,1,DPI,JAX,41,2561340,Tre Herndon,CB,Jordan Matthews,80,PHI,WR,0.6190797686576843,0.10843402147293091,2.310406639240682
2018102807,2870,C,2560988,CROSS,1,DPI,PIT,24,2532946,Coty Sensabaugh,CB,Antonio Callaway,11,CLE,WR,0.27804917097091675,-0.0025502443313598633,0.6213089716911782
2018102806,785,C,2543496,GO,1,DPI,WAS,37,2560886,Greg Stroman,DB,NA,NA,NA,NA,0.3159145414829254,0.1126314103603363,4.621003186097369
2018102806,946,C,2555343,POST,1,DH,NYG,20,2532875,Janoris Jenkins,CB,Josh Doctson,18,WAS,WR,0.6611533164978027,0.012593567371368408,1.1281592510640621
2018102806,946,C,2555343,POST,2,DPI,NYG,20,2532875,Janoris Jenkins,CB,Josh Doctson,18,WAS,WR,0.6611533164978027,0.012593567371368408,1.1281592510640621
2018102803,4385,C,2543468,GO,1,DPI,CIN,22,2556367,William Jackson,CB,Mike Evans,13,TB,WR,0.09469088912010193,0.026472829282283783,1.6538723247940652
2018102811,192,C,2556370,POST,1,DPI,MIN,22,2532948,Harrison Smith,FS,Michael Thomas,13,NO,WR,0.4760405123233795,0.11913534998893738,3.20231411466375
2018110405,2672,C,2495438,POST,1,DPI,DET,31,2557955,Teez Tabor,CB,Kyle Rudolph,82,MIN,TE,0.9049896597862244,0.04603004455566406,2.9762503365054727
2018111108,679,C,2557848,GO,1,DPI,NE,24,2533062,Stephon Gilmore,CB,Corey Davis,84,TEN,WR,0.7160204648971558,0.0758054107427597,3.2269552093348466
2018111808,2803,C,2540154,OUT,1,DPI,DEN,25,2530510,Chris Harris,CB,Keenan Allen,13,LAC,WR,0.9331142902374268,0.0062563419342041016,1.365409333142452
2018111810,3041,C,2508061,POST,1,DPI,JAX,42,494259,Barry Church,SS,Antonio Brown,84,PIT,WR,0.030051805078983307,0.08694025129079819,7.069907751865685
2018112507,3201,C,2543468,HITCH,1,DPI,SF,23,2558157,Ahkello Witherspoon,CB,Mike Evans,13,TB,WR,0.9196904897689819,0.010462701320648193,1.0676451893523335
2018112600,1480,C,2540165,OUT,1,DPI,TEN,21,2550613,Malcolm Butler,CB,DeAndre Hopkins,10,HOU,WR,0.8560909032821655,0.018075764179229736,0.8567854801658541
2018112900,169,C,2560735,OUT,1,DPI,NO,25,2555277,Eli Apple,CB,Michael Gallup,13,DAL,WR,0.536952793598175,0.04770636558532715,2.1391423433087766
2018120907,192,C,2550656,GO,1,DPI,NO,24,2555530,Vonn Bell,FS,Cameron Brate,84,TB,TE,0.6222782135009766,0.09378170967102051,2.9780216977233067
2018120912,3191,C,2552487,IN,1,DPI,PHI,22,2557958,Sidney Jones,CB,Amari Cooper,19,DAL,WR,0.5767775774002075,0.06303441524505615,1.5835873202886432
2018121602,762,C,2558052,GO,1,DPI,BUF,27,2557867,Tre'Davious White,CB,Kenny Golladay,19,DET,WR,0.49036091566085815,0.07635384798049927,2.5549996229819953
2018123005,1799,C,2552608,HITCH,1,DPI,CHI,20,2495108,Prince Amukamara,CB,Stefon Diggs,14,MIN,WR,0.14492763578891754,0.0031984299421310425,0.6538470516679808
2018123013,3634,C,2540154,CROSS,1,DPI,DEN,29,2543505,Bradley Roby,CB,Keenan Allen,13,LAC,WR,0.9290416836738586,0.02723139524459839,2.7715587981510907
2018123014,3870,C,2558914,OUT,1,DPI,LA,23,2540197,Nickell Robey-Coleman,CB,Kendrick Bourne,84,SF,WR,3.426788898650557e-4,-5.6040153140202165e-5,2.1616943473927677
2018090600,1226,I,2507763,NA,1,DPI,ATL,21,2539334,Desmond Trufant,CB,Mike Wallace,14,PHI,WR,0.5816011428833008,0.043236494064331055,1.4094180816900916
2018090901,3234,I,2537931,NA,1,DPI,PIT,25,2555344,Artie Burns,CB,Josh Gordon,12,CLE,WR,0.04639391973614693,0.010376021265983582,1.1472678312566131
2018090902,1697,I,2495450,NA,1,DPI,IND,31,2557961,Quincy Wilson,CB,A.J. Green,18,CIN,WR,0.20895250141620636,0.05044810473918915,2.7975896297430154
2018090902,3233,I,2540148,NA,1,DPI,IND,26,2552386,Clayton Geathers,FS,Tyler Eifert,85,CIN,TE,0.2528737783432007,0.04905498027801514,2.4468365628272295
2018090900,742,I,2550256,NA,1,DPI,BUF,24,2560766,Taron Johnson,CB,Willie Snead,83,BAL,WR,0.7387160658836365,0.06267213821411133,2.9302566264523193
2018090900,3342,I,2543471,NA,1,DPI,BAL,24,4365,Brandon Carr,CB,Kelvin Benjamin,13,BUF,WR,3.065872297156602e-4,2.980627759825438e-4,2.7545859784586355
2018090905,930,I,497240,NA,1,DPI,HOU,24,2495872,Johnathan Joseph,CB,Rob Gronkowski,87,NE,TE,0.6673152446746826,0.02029573917388916,0.9869563265237957
2018090907,1662,I,2543496,NA,1,DPI,JAX,42,494259,Barry Church,SS,NA,NA,NA,NA,0.2529570460319519,0.07486167550086975,1.931716088554822
2018090907,1752,I,2543496,NA,1,DPI,JAX,20,2555280,Jalen Ramsey,CB,NA,NA,NA,NA,0.2823427617549896,0.04595303535461426,1.335675881098723
2018090906,3433,I,1581,NA,1,DPI,NO,20,2556735,Ken Crawley,CB,DeSean Jackson,11,TB,WR,0.9827834367752075,0.0022707581520080566,2.340835092123598
2018090906,3667,I,2558019,NA,1,DPI,TB,58,2552592,Kwon Alexander,MLB,Alvin Kamara,41,NO,RB,0.004139399621635675,0,0.23754651611670852
2018090910,3007,I,2560735,NA,1,DPI,CAR,26,NA,NA,NA,Michael Gallup,13,DAL,WR,0.02714957855641842,0.003979787230491638,0.5036404901184142
2018091000,372,I,2532884,NA,1,DPI,NYJ,22,2532877,Trumaine Johnson,CB,Marvin Jones,11,DET,WR,0.7772732377052307,0.009668171405792236,0.6391591085121036
2018091000,2303,I,2543828,NA,1,DPI,DET,24,2543872,Nevin Lawson,CB,Quincy Enunwa,81,NYJ,WR,0.524445116519928,0.03259819746017456,0.2721155199687928
2018091001,1181,I,2543498,NA,1,DPI,OAK,22,2541200,Rashaan Melvin,CB,Brandin Cooks,12,LA,WR,0.3892998993396759,0.08613145351409912,2.8791729176882654
2018091001,1555,I,2543498,NA,1,DPI,OAK,45,306,Dominique Rodgers-Cromartie,CB,Brandin Cooks,12,LA,WR,0.41044333577156067,0.12392839789390564,3.0779660312109627
2018091300,470,I,2540148,NA,1,DPI,BAL,23,2540164,Tony Jefferson,SS,Tyler Eifert,85,CIN,TE,0.7003418207168579,0.03711420297622681,2.3433250892849173
2018091300,1677,I,2560957,NA,1,DPI,CIN,21,2543474,Darqueze Dennard,CB,Mark Andrews,89,BAL,TE,0.09600593149662018,0.06508055329322815,2.1100875493430067
2018091300,2617,I,2543847,NA,1,DPI,CIN,27,2533060,Dre Kirkpatrick,CB,John Brown,13,BAL,WR,0.05992507189512253,0.020875662565231323,3.106931643182179
2018091603,600,I,2558928,NA,1,DPI,CLE,38,2550164,T.J. Carrie,CB,Austin Carr,80,NO,WR,0.6299408078193665,0.04518812894821167,2.027460542798508
2018091603,2147,I,2560988,NA,1,DPI,NO,23,2558061,Marshon Lattimore,CB,Antonio Callaway,11,CLE,WR,0.5968721508979797,0.036715149879455566,1.439505903283134
2018091603,2370,I,2552461,NA,1,DPI,NO,21,2508084,Patrick Robinson,CB,Duke Johnson,29,CLE,RB,0.7044902443885803,0.08808565139770508,2.4046730090049095
2018091600,1229,I,2560854,NA,1,DPI,CAR,26,NA,NA,NA,Calvin Ridley,18,ATL,WR,0.29830202460289,0.06534266471862793,2.0434639665763825
2018091600,2896,I,2495459,NA,1,DPI,ATL,23,2539653,Robert Alford,CB,Torrey Smith,11,CAR,WR,0.06984855234622955,0.008210256695747375,1.5655369908781722
2018091605,2127,I,2557978,NA,1,DPI,KC,48,2556775,Terrance Smith,ILB,James Conner,30,PIT,RB,0.2956869900226593,0.06383028626441956,1.1135862016235478
2018091608,1254,I,2532865,NA,1,DPI,WAS,31,2558136,Fabian Moreau,CB,T.Y. Hilton,13,IND,WR,0.5891188383102417,0.11614876985549927,2.9484674222767353
2018091607,470,I,2540165,NA,1,DPI,TEN,25,2558065,Adoree' Jackson,CB,DeAndre Hopkins,10,HOU,WR,0.2581663131713867,0.06397190690040588,2.410093431477435
2018091606,1253,I,2540158,NA,1,DH,TB,29,2555552,Ryan Smith,CB,Zach Ertz,86,PHI,TE,0.284179151058197,0.014600515365600586,0.9862993301358074
2018091606,1253,I,2540158,NA,2,DPI,TB,23,2495272,Chris Conte,SS,Zach Ertz,86,PHI,TE,0.284179151058197,0.014600515365600586,0.9862993301358074
2018091606,3548,I,2540158,NA,1,DPI,TB,33,2561039,Carlton Davis,CB,Zach Ertz,86,PHI,TE,0.04061969742178917,0.0036818906664848328,0.7948615623172373
2018091610,1017,I,2558266,NA,1,DPI,DET,23,2540288,Darius Slay,CB,George Kittle,85,SF,TE,0.5205523371696472,0.08254015445709229,1.8297390346997418
2018091610,4045,I,2532884,NA,1,DPI,SF,23,2558157,Ahkello Witherspoon,CB,Marvin Jones,11,DET,WR,0.0937357097864151,0.006991356611251831,1.2496421355754137
2018091611,3501,C,2552487,NA,1,DPI,DEN,29,2543505,Bradley Roby,CB,Amari Cooper,89,OAK,WR,NA,0,NA
2018091611,3501,C,2552487,NA,2,OPI,OAK,89,NA,NA,NA,Amari Cooper,89,OAK,WR,NA,0,NA
2018091613,1474,I,2535698,NA,1,DPI,NYG,23,NA,NA,NA,Cole Beasley,11,DAL,WR,0.8147066235542297,0.03659391403198242,1.1975325134117156
2018092303,850,I,2557858,NA,1,DPI,HOU,41,2558094,Zach Cunningham,ILB,Evan Engram,88,NYG,TE,0.6600372195243835,0,0.6602803911082447
2018092304,2048,I,2557848,NA,1,DPI,JAX,21,2541162,A.J. Bouye,CB,Corey Davis,84,TEN,WR,0.4632549583911896,0.04185041785240173,1.0984803813043982
2018092301,3871,I,497328,NA,1,DPI,BAL,24,4365,Brandon Carr,CB,Demaryius Thomas,88,DEN,WR,0.05266715586185455,9.693726897239685e-4,1.1279897397616878
2018092300,2341,I,2560854,NA,1,DPI,NO,20,2556735,Ken Crawley,CB,Calvin Ridley,18,ATL,WR,0.5412777066230774,0.12235522270202637,3.420628480031155
2018092300,3272,I,2533040,NA,1,DPI,NO,26,2552484,P.J. Williams,CB,Mohamed Sanu,12,ATL,WR,0.6352688074111938,0.030017495155334473,1.4105999233433977
2018092305,817,I,2552652,NA,1,DPI,SF,24,2550654,K'Waun Williams,CB,Chris Conley,17,KC,WR,0.8119365572929382,0.06602680683135986,4.248585990659194
2018092305,912,I,2540230,NA,1,DPI,KC,53,2543592,Anthony Hitchens,MLB,NA,NA,NA,NA,0.12296343594789505,0.010908342897891998,1.1918655547779053
2018092305,2162,I,2540258,NA,1,DOF,SF,99,NA,NA,NA,Travis Kelce,87,KC,TE,0.9847074151039124,0.0017334222793579102,0.7123435729881749
2018092305,2162,I,2540258,NA,2,DPI,SF,38,2543680,Antone Exum,FS,Travis Kelce,87,KC,TE,0.9847074151039124,0.0017334222793579102,0.7123435729881749
2018092305,4316,I,2543457,NA,1,DPI,SF,23,2558157,Ahkello Witherspoon,CB,Sammy Watkins,14,KC,WR,0.9761949181556702,0.00952768325805664,1.8472854909487069
2018092309,620,I,2543491,NA,1,DPI,GB,23,2560952,Jaire Alexander,CB,Paul Richardson,10,WAS,WR,0.754468560218811,0.04691964387893677,1.8855069852434099
2018092309,653,I,2555343,NA,1,DPI,GB,38,2506789,Tramon Williams,CB,Josh Doctson,18,WAS,WR,0.8013882040977478,0.01273798942565918,0.5120670802425593
2018092309,798,I,2555343,NA,1,DPI,GB,31,2495170,Davon House,CB,Josh Doctson,18,WAS,WR,0.8205482959747314,0.035077035427093506,1.5534079692442901
2018092309,903,I,2543495,NA,1,DPI,WAS,23,2553796,Quinton Dunbar,CB,Davante Adams,17,GB,WR,0.146555557847023,0.0066958218812942505,1.6552720123436302
2018092309,903,I,2543495,NA,2,FMM,WAS,24,2532920,Josh Norman,CB,Davante Adams,17,GB,WR,0.146555557847023,0.0066958218812942505,1.6552720123436302
2018092308,830,I,2532865,NA,1,DPI,PHI,31,2555383,Jalen Mills,CB,T.Y. Hilton,13,IND,WR,0.2826116681098938,0.06123149394989014,2.3540927016874775
2018092308,3783,I,2532865,NA,1,DPI,PHI,31,2555383,Jalen Mills,CB,T.Y. Hilton,13,IND,WR,0.30345869064331055,-7.250010967254639e-4,1.0071816814597696
2018092306,3321,I,1032,NA,1,DPI,MIA,24,2559053,Torry McTyer,CB,Jordy Nelson,82,OAK,WR,0.2501928210258484,0.03590002655982971,1.623044508509338
2018092400,2237,I,2508061,NA,1,DPI,TB,33,2561039,Carlton Davis,CB,Antonio Brown,84,PIT,WR,0.9368504881858826,-5.539655685424805e-4,0.22095590911339968
2018093001,2663,I,2550617,NA,1,DPI,TB,29,2555552,Ryan Smith,CB,Taylor Gabriel,18,CHI,WR,0.999248206615448,1.7017126083374023e-4,1.775932887219824
2018093001,3284,I,2558105,NA,1,DPI,CHI,22,2560901,Kevin Toliver,DB,Chris Godwin,12,TB,WR,1.9984401296824217e-4,6.998606841079891e-5,2.2857462679967284
2018093000,1725,C,2495450,NA,1,DPI,ATL,23,2539653,Robert Alford,CB,A.J. Green,18,CIN,WR,0.5229487419128418,0.052653491497039795,1.4084696035133675
2018093007,2120,I,2560995,NA,1,DPI,TEN,31,2555158,Kevin Byard,FS,Dallas Goedert,88,PHI,TE,0.8012904524803162,0.04474371671676636,1.52731418737676
2018093007,2559,I,2557848,NA,1,DPI,PHI,31,2555383,Jalen Mills,CB,Corey Davis,84,TEN,WR,0.16063983738422394,0.028820350766181946,1.4202437735511921
2018093007,4277,I,2540279,NA,1,DPI,PHI,22,2557958,Sidney Jones,CB,Nick Williams,14,TEN,WR,0.29986937902867794,0.28878053184598684,2.2584526104619727
2018093006,1184,I,2555230,NA,1,DPI,NE,24,2533062,Stephon Gilmore,CB,Kenyan Drake,32,MIA,RB,0.20041096210479736,0.0075952112674713135,0.815079617779702
2018093006,2995,I,2530515,NA,1,DPI,MIA,29,NA,NA,NA,Chris Hogan,15,NE,WR,0.9994184970855713,-4.547834396362305e-5,2.147112745558843
2018093008,1727,I,2560781,NA,1,DPI,SEA,28,2553637,Justin Coleman,CB,Christian Kirk,13,ARI,WR,0.6130684614181519,0.06303471326828003,1.663998940581223
2018093008,2949,I,2555289,NA,1,DPI,ARI,20,2543769,Deone Bucannon,ILB,Nick Vannett,81,SEA,TE,0.6015161275863647,0.0590781569480896,1.432927382644266
2018093009,2394,I,2543488,NA,1,DPI,OAK,22,2541200,Rashaan Melvin,CB,Jarvis Landry,80,CLE,WR,0.8109866380691528,0.04275333881378174,1.5884075167123228
2018093011,3714,I,2553568,NA,1,DPI,NYG,38,2556512,Donte' Deayon,CB,Cameron Meredith,81,NO,WR,0.9507189989089966,0.03436213731765747,1.775939620216377
2018100100,2807,I,2560888,NA,1,DPI,KC,22,2307,Orlando Scandrick,CB,Courtland Sutton,14,DEN,WR,0.6515368223190308,0.041925668716430664,2.1027150015579537
2018100707,809,I,2552633,NA,1,DPI,ATL,42,2557967,Duke Riley,OLB,Jesse James,81,PIT,TE,0.6962937116622925,0.09815436601638794,3.953880919900257
2018100704,512,I,2560883,NA,1,DPI,DET,31,2557955,Teez Tabor,CB,Equanimeous St. Brown,19,GB,WR,0.26795467734336853,0.04168593883514404,2.47814629948698
2018100704,1490,C,2532884,NA,1,DPI,GB,20,2557996,Kevin King,CB,Marvin Jones,11,DET,WR,NA,0,NA
2018100704,1490,C,2532884,NA,2,ILH,DET,60,NA,NA,NA,Marvin Jones,11,DET,WR,NA,0,NA
2018100708,2759,I,71265,NA,1,DPI,LAC,33,NA,NA,NA,Jared Cook,87,OAK,TE,0.054018281400203705,0.025590263307094574,2.3552551905449945
2018100711,3324,I,2540169,NA,1,DPI,SEA,26,2558259,Shaquill Griffin,CB,Robert Woods,17,LA,WR,0.25576406717300415,0.08503589034080505,2.6326031464268453
2018100710,180,I,2558202,NA,1,DPI,ARI,36,2558009,Budda Baker,FS,Trent Taylor,81,SF,WR,0.5751087665557861,0.06421071290969849,1.573740993393585
2018100712,3291,I,2540165,NA,1,DPI,DAL,31,2552568,Byron Jones,CB,DeAndre Hopkins,10,HOU,WR,0.6884708404541016,0.055975139141082764,2.3532391589251347
2018101100,2254,I,2533039,NA,1,DPI,NYG,20,2532875,Janoris Jenkins,CB,Alshon Jeffery,17,PHI,WR,0.962842583656311,0.00827491283416748,0.6269471562700346
2018101403,3505,I,2555346,NA,1,DPI,BUF,28,2543851,Phillip Gaines,CB,Will Fuller,15,HOU,WR,0.4956151843070984,0.25785934925079346,3.468205870114616
2018101403,3505,I,2555346,NA,2,DH,BUF,27,2557867,Tre'Davious White,CB,Will Fuller,15,HOU,WR,0.4956151843070984,0.25785934925079346,3.468205870114616
2018101401,3617,I,2556519,NA,1,DPI,PIT,25,2555344,Artie Burns,CB,Alex Erickson,12,CIN,WR,0.22497351467609406,0.015138640999794006,0.7645348981604911
2018101404,851,I,2543509,NA,1,DPI,MIA,47,2539935,Kiko Alonso,OLB,Allen Robinson,12,CHI,WR,0.2733648121356964,0,0.15677048079669476
2018101404,1848,I,2543509,NA,1,DPI,MIA,29,2560725,Minkah Fitzpatrick,S,Allen Robinson,12,CHI,WR,0.2848197817802429,0.05166175961494446,2.2013249113806523
2018101404,3204,I,2543509,NA,1,DPI,MIA,29,2560725,Minkah Fitzpatrick,S,Allen Robinson,12,CHI,WR,0.53825843334198,0.03125178813934326,0.863080914830789
2018101406,3078,I,2556396,NA,1,DPI,NYJ,43,2560822,Parry Nickerson,CB,Chester Rogers,80,IND,WR,0.14640013873577118,0.014947488903999329,0.8475755311956163
2018101406,3078,I,2556396,NA,2,DOF,NYJ,99,NA,NA,NA,Chester Rogers,80,IND,WR,0.14640013873577118,0.014947488903999329,0.8475755311956163
2018101405,3433,I,2506106,NA,1,DPI,MIN,20,2555177,Mackensie Alexander,CB,Larry Fitzgerald,11,ARI,WR,0.023919641971588135,1.2715160846710205e-4,0.33869570592651144
2018101405,3726,I,2552656,NA,1,DPI,MIN,26,2552448,Trae Waynes,CB,J.J. Nelson,14,ARI,WR,0.0986621305346489,0.0017262324690818787,0.9007194731384516
2018101409,1233,I,497328,NA,1,DPI,LA,22,2552488,Marcus Peters,CB,Demaryius Thomas,88,DEN,WR,0.22354207932949066,0.024750664830207825,1.4191140425391495
2018101409,2673,I,2540169,NA,1,DPI,DEN,22,2507917,Tramaine Brock,CB,Robert Woods,17,LA,WR,0.9302673935890198,0,0.14506692593568005
2018101409,4153,I,2560888,NA,1,DPI,LA,37,1037374,Sam Shields,CB,Courtland Sutton,14,DEN,WR,0.06715509295463562,0.043552130460739136,0.9900002685608342
2018101412,1522,I,2537931,NA,1,DPI,KC,20,2552265,Steven Nelson,CB,Josh Gordon,10,NE,WR,0.8271009922027588,0.051486074924468994,4.006857601198135
2018101800,2236,I,2560888,NA,1,DPI,ARI,23,2543855,Bene' Benwikere,CB,Courtland Sutton,14,DEN,WR,0.9987888932228088,-2.384185791015625e-6,1.463615636661416
2018102103,1121,I,2532865,NA,1,DPI,BUF,27,2557867,Tre'Davious White,CB,T.Y. Hilton,13,IND,WR,0.7141097187995911,0.04224705696105957,0.8223689859732985
2018102107,1144,I,2541785,NA,1,DPI,NYJ,21,2533059,Morris Claiborne,CB,Adam Thielen,19,MIN,WR,0.5224066972732544,0,0.22283902915660292
2018102108,3684,I,2533039,NA,1,DPI,CAR,24,2555175,James Bradberry,CB,Alshon Jeffery,17,PHI,WR,0.21032898128032684,0.29139961302280426,3.0831674998626113
2018102102,2992,I,2550617,NA,1,DPI,NE,27,2560754,J.C. Jackson,DB,Taylor Gabriel,18,CHI,WR,0.5769456028938293,0.06158524751663208,1.6433340110816061
2018102105,2798,I,2552559,NA,1,DPI,KC,24,NA,NA,NA,C.J. Uzomah,87,CIN,TE,4.4139090459793806e-4,9.342125849798322e-5,1.853782291407697
2018102106,2252,I,2532884,NA,1,DPI,MIA,28,2552434,Bobby McCain,CB,Marvin Jones,11,DET,WR,0.7900820970535278,0.04052931070327759,1.7733707249863073
2018102106,2848,I,2556190,NA,1,DPI,DET,28,NA,NA,NA,Jakeem Grant,19,MIA,WR,0.03220150247216225,0.0065526291728019714,1.6727307187393308
2018102106,3159,I,2558052,NA,1,DPI,MIA,25,2555539,Xavien Howard,CB,Kenny Golladay,19,DET,WR,0.950840413570404,0.03528439998626709,1.9129442199482583
2018102109,3274,I,2560988,NA,1,DPI,TB,33,2561039,Carlton Davis,CB,Antonio Callaway,11,CLE,WR,0.07622286677360535,0.029170244932174683,2.311713035131106
2018102101,875,I,2556370,NA,1,DPI,BAL,22,2508107,Jimmy Smith,CB,Michael Thomas,13,NO,WR,0.3764180839061737,0.10179361701011658,2.8751386881340295
2018102101,1695,I,2556370,NA,1,DPI,BAL,22,2508107,Jimmy Smith,CB,Michael Thomas,13,NO,WR,0.49343225359916687,0.06683841347694397,1.1252021122199949
2018102101,3411,I,71269,NA,1,DPI,NO,23,2558061,Marshon Lattimore,CB,Michael Crabtree,15,BAL,WR,0.3024447560310364,0.024265021085739136,1.0742574624018744
2018102101,3572,I,2550256,NA,1,DPI,NO,26,2552484,P.J. Williams,CB,Willie Snead,83,BAL,WR,0.24934235215187073,0.1362127959728241,3.1328496038913727
2018102200,1801,I,2495454,NA,1,DPI,NYG,31,2535687,Michael Thomas,SS,Julio Jones,11,ATL,WR,0.69142746925354,0.07546848058700562,2.6552017505746335
2018102500,3552,I,2555346,NA,1,DPI,MIA,28,2552434,Bobby McCain,CB,Will Fuller,15,HOU,WR,0.9631691575050354,0.008359193801879883,2.5315996094141155
2018102500,3552,I,2555346,NA,2,ICT,MIA,25,2555539,Xavien Howard,CB,Will Fuller,15,HOU,WR,0.9631691575050354,0.008359193801879883,2.5315996094141155
2018102500,3552,I,2555346,NA,3,DH,MIA,28,2552434,Bobby McCain,CB,Will Fuller,15,HOU,WR,0.9631691575050354,0.008359193801879883,2.5315996094141155
2018102805,586,I,2543457,NA,1,DPI,DEN,29,2543505,Bradley Roby,CB,Sammy Watkins,14,KC,WR,0.37786081433296204,0.07498660683631897,1.8727367580868304
2018102807,2784,I,2557986,NA,1,DPI,PIT,34,NA,NA,NA,David Njoku,85,CLE,TE,0.2296236902475357,0.04842548072338104,2.022016361122951
2018102806,1317,I,2543491,NA,1,DPI,NYG,23,2539338,B.W. Webb,CB,Paul Richardson,10,WAS,WR,0.7160915732383728,0.06718671321868896,2.7245451168855652
2018102806,3414,I,2560968,NA,1,DPI,WAS,35,2558133,Montae Nicholson,FS,Saquon Barkley,26,NYG,RB,0.08352934569120407,0.04101388156414032,2.977243915433064
2018102806,3511,I,2555295,NA,1,DPI,WAS,31,2558136,Fabian Moreau,CB,Sterling Shepard,87,NYG,WR,0.17114095389842987,0.021740779280662537,0.6251838536991272
